Title,Abstract,authors,Year,URL,Source
TensorFlow: A system for large-scale machine learning,"TensorFlow is a machine learning system that operates at large scale and in
heterogeneous environments. TensorFlow uses dataflow graphs to represent
computation, shared state, and the operations that mutate that state. It maps
the nodes of a dataflow graph across many machines in a cluster, and within a
machine across multiple computational devices, including multicore CPUs,
general-purpose GPUs, and custom designed ASICs known as Tensor Processing
Units (TPUs). This architecture gives flexibility to the application developer:
whereas in previous ""parameter server"" designs the management of shared state
is built into the system, TensorFlow enables developers to experiment with
novel optimizations and training algorithms. TensorFlow supports a variety of
applications, with particularly strong support for training and inference on
deep neural networks. Several Google services use TensorFlow in production, we
have released it as an open-source project, and it has become widely used for
machine learning research. In this paper, we describe the TensorFlow dataflow
model in contrast to existing systems, and demonstrate the compelling
performance that TensorFlow achieves for several real-world applications.","Martín Abadi, Paul Barham, Jianmin Chen, Zhifeng Chen, Andy Davis, Jeffrey Dean, Matthieu Devin, Sanjay Ghemawat, Geoffrey Irving, Michael Isard, Manjunath Kudlur, Josh Levenberg, Rajat Monga, Sherry Moore, Derek G. Murray, Benoit Steiner, Paul Tucker, Vijay Vasudevan, Pete Warden, Martin Wicke, Yuan Yu, Xiaoqiang Zheng",2016,http://arxiv.org/abs/1605.08695v2,Arxive
TensorFlow Doing HPC,"TensorFlow is a popular emerging open-source programming framework supporting
the execution of distributed applications on heterogeneous hardware. While
TensorFlow has been initially designed for developing Machine Learning (ML)
applications, in fact TensorFlow aims at supporting the development of a much
broader range of application kinds that are outside the ML domain and can
possibly include HPC applications. However, very few experiments have been
conducted to evaluate TensorFlow performance when running HPC workloads on
supercomputers. This work addresses this lack by designing four traditional HPC
benchmark applications: STREAM, matrix-matrix multiply, Conjugate Gradient (CG)
solver and Fast Fourier Transform (FFT). We analyze their performance on two
supercomputers with accelerators and evaluate the potential of TensorFlow for
developing HPC applications. Our tests show that TensorFlow can fully take
advantage of high performance networks and accelerators on supercomputers.
Running our TensorFlow STREAM benchmark, we obtain over 50% of theoretical
communication bandwidth on our testing platform. We find an approximately 2x,
1.7x and 1.8x performance improvement when increasing the number of GPUs from
two to four in the matrix-matrix multiply, CG and FFT applications
respectively. All our performance results demonstrate that TensorFlow has high
potential of emerging also as HPC programming framework for heterogeneous
supercomputers.","Steven W. D. Chien, Stefano Markidis, Vyacheslav Olshevsky, Yaroslav Bulatov, Erwin Laure, Jeffrey S. Vetter",2019,http://arxiv.org/abs/1903.04364v1,Arxive
Private Machine Learning in TensorFlow using Secure Computation,"We present a framework for experimenting with secure multi-party computation
directly in TensorFlow. By doing so we benefit from several properties valuable
to both researchers and practitioners, including tight integration with
ordinary machine learning processes, existing optimizations for distributed
computation in TensorFlow, high-level abstractions for expressing complex
algorithms and protocols, and an expanded set of familiar tooling. We give an
open source implementation of a state-of-the-art protocol and report on
concrete benchmarks using typical models from private machine learning.","Morten Dahl, Jason Mancuso, Yann Dupis, Ben Decoste, Morgan Giraud, Ian Livingstone, Justin Patriquin, Gavin Uhma",2018,http://arxiv.org/abs/1810.08130v2,Arxive
"TensorFlow Agents: Efficient Batched Reinforcement Learning in
  TensorFlow","We introduce TensorFlow Agents, an efficient infrastructure paradigm for
building parallel reinforcement learning algorithms in TensorFlow. We simulate
multiple environments in parallel, and group them to perform the neural network
computation on a batch rather than individual observations. This allows the
TensorFlow execution engine to parallelize computation, without the need for
manual synchronization. Environments are stepped in separate Python processes
to progress them in parallel without interference of the global interpreter
lock. As part of this project, we introduce BatchPPO, an efficient
implementation of the proximal policy optimization algorithm. By open sourcing
TensorFlow Agents, we hope to provide a flexible starting point for future
projects that accelerates future research in the field.","Danijar Hafner, James Davidson, Vincent Vanhoucke",2017,http://arxiv.org/abs/1709.02878v2,Arxive
"tf-Darshan: Understanding Fine-grained I/O Performance in Machine
  Learning Workloads","Machine Learning applications on HPC systems have been gaining popularity in
recent years. The upcoming large scale systems will offer tremendous
parallelism for training through GPUs. However, another heavy aspect of Machine
Learning is I/O, and this can potentially be a performance bottleneck.
TensorFlow, one of the most popular Deep-Learning platforms, now offers a new
profiler interface and allows instrumentation of TensorFlow operations.
However, the current profiler only enables analysis at the TensorFlow platform
level and does not provide system-level information. In this paper, we extend
TensorFlow Profiler and introduce tf-Darshan, both a profiler and tracer, that
performs instrumentation through Darshan. We use the same Darshan shared
instrumentation library and implement a runtime attachment without using a
system preload. We can extract Darshan profiling data structures during
TensorFlow execution to enable analysis through the TensorFlow profiler. We
visualize the performance results through TensorBoard, the web-based TensorFlow
visualization tool. At the same time, we do not alter Darshan's existing
implementation. We illustrate tf-Darshan by performing two case studies on
ImageNet image and Malware classification. We show that by guiding optimization
using data from tf-Darshan, we increase POSIX I/O bandwidth by up to 19% by
selecting data for staging on fast tier storage. We also show that Darshan has
the potential of being used as a runtime library for profiling and providing
information for future optimization.","Steven W. D. Chien, Artur Podobas, Ivy B. Peng, Stefano Markidis",2020,http://arxiv.org/abs/2008.04395v2,Arxive
Joint Distributions for TensorFlow Probability,"A central tenet of probabilistic programming is that a model is specified
exactly once in a canonical representation which is usable by inference
algorithms. We describe JointDistributions, a family of declarative
representations of directed graphical models in TensorFlow Probability.","Dan Piponi, Dave Moore, Joshua V. Dillon",2020,http://arxiv.org/abs/2001.11819v1,Arxive
Scaling TensorFlow to 300 million predictions per second,"We present the process of transitioning machine learning models to the
TensorFlow framework at a large scale in an online advertising ecosystem. In
this talk we address the key challenges we faced and describe how we
successfully tackled them; notably, implementing the models in TF and serving
them efficiently with low latency using various optimization techniques.","Jan Hartman, Davorin Kopič",2021,http://arxiv.org/abs/2109.09541v1,Arxive
ShapeFlow: Dynamic Shape Interpreter for TensorFlow,"We present ShapeFlow, a dynamic abstract interpreter for TensorFlow which
quickly catches tensor shape incompatibility errors, one of the most common
bugs in deep learning code. ShapeFlow shares the same APIs as TensorFlow but
only captures and emits tensor shapes, its abstract domain. ShapeFlow
constructs a custom shape computational graph, similar to the computational
graph used by TensorFlow. ShapeFlow requires no code annotation or code
modification by the programmer, and therefore is convenient to use. We evaluate
ShapeFlow on 52 programs collected by prior empirical studies to show how fast
and accurately it can catch shape incompatibility errors compared to
TensorFlow. We use two baselines: a worst-case training dataset size and a more
realistic dataset size. ShapeFlow detects shape incompatibility errors highly
accurately -- with no false positives and a single false negative -- and highly
efficiently -- with an average speed-up of 499X and 24X for the first and
second baseline, respectively. We believe ShapeFlow is a practical tool that
benefits machine learning developers. We will open-source ShapeFlow on GitHub
to make it publicly available to both the developer and research communities.","Sahil Verma, Zhendong Su",2020,http://arxiv.org/abs/2011.13452v1,Arxive
Extending TensorFlow's Semantics with Pipelined Execution,"TensorFlow is a popular cloud computing framework that targets machine
learning applications. It separates the specification of application logic (in
a dataflow graph) from the execution of the logic. TensorFlow's native runtime
executes the application with low overhead across a diverse set of hardware
including CPUs, GPUs, and ASICs. Although the underlying dataflow engine
supporting these features could be applied to computations beyond machine
learning, certain design decisions limit this broader application, such as the
inability for an application to differentiate between data items across
concurrent requests.
  This paper introduces Pipelined TensorFlow (PTF), a system that extends
TensorFlow's semantics to provide support for a broader variety of application
logic. In particular, PTF supports applications that concurrently process
finite batches of data on a single instantiation. PTF adds these semantics by
partitioning the dataflow graph into a pipeline of smaller graphs and tagging
each data item with metadata. These smaller graphs are separated by gates: new
data structures in PTF that buffer data items between graphs and interpret the
metadata to apply the new semantics. PTF's pipeline architecture executes on an
unmodified TensorFlow runtime, maintaining compatibility with many existing
TensorFlow library functions. Our evaluation shows that the pipelining
mechanism of PTF can increase the throughput of a bioinformatics application by
4$\times$ while only increasing its latency by 0.13$\times$. This results in a
sustained genome alignment and sorting rate of 321 megabases/second, using the
compute and I/O resources of 20 computers.","Sam Whitlock, James Larus, Edouard Bugnion",2019,http://arxiv.org/abs/1908.09291v1,Arxive
"XES Tensorflow - Process Prediction using the Tensorflow Deep-Learning
  Framework","Predicting the next activity of a running process is an important aspect of
process management. Recently, artificial neural networks, so called
deep-learning approaches, have been proposed to address this challenge. This
demo paper describes a software application that applies the Tensorflow
deep-learning framework to process prediction. The software application reads
industry-standard XES files for training and presents the user with an
easy-to-use graphical user interface for both training and prediction. The
system provides several improvements over earlier work. This demo paper focuses
on the software implementation and describes the architecture and user
interface.","Joerg Evermann, Jana-Rebecca Rehse, Peter Fettke",2017,http://arxiv.org/abs/1705.01507v1,Arxive
Integration of TensorFlow based Acoustic Model with Kaldi WFST Decoder,"While the Kaldi framework provides state-of-the-art components for speech
recognition like feature extraction, deep neural network (DNN)-based acoustic
models, and a weighted finite state transducer (WFST)-based decoder, it is
difficult to implement a new flexible DNN model. By contrast, a general-purpose
deep learning framework, such as TensorFlow, can easily build various types of
neural network architectures using a tensor-based computation method, but it is
difficult to apply them to WFST-based speech recognition. In this study, a
TensorFlow-based acoustic model is integrated with a WFST-based Kaldi decoder
to combine the two frameworks. The features and alignments used in Kaldi are
converted so they can be trained by the TensorFlow model, and the DNN-based
acoustic model is then trained. In the integrated Kaldi decoder, the posterior
probabilities are calculated by querying the trained TensorFlow model, and a
beam search is performed to generate the lattice. The advantages of the
proposed one-pass decoder include the application of various types of neural
networks to WFST-based speech recognition and WFST-based online decoding using
a TensorFlow-based acoustic model. The TensorFlow based acoustic models trained
using the RM, WSJ, and LibriSpeech datasets show the same level of performance
as the model trained using the Kaldi framework.","Minkyu Lim, Ji-Hwan Kim",2019,http://arxiv.org/abs/1906.11018v1,Arxive
"TensorFlow with user friendly Graphical Framework for object detection
  API","TensorFlow is an open-source framework for deep learning dataflow and
contains application programming interfaces (APIs) of voice analysis, natural
language process, and computer vision. Especially, TensorFlow object detection
API in computer vision field has been widely applied to technologies of
agriculture, engineering, and medicine but barriers to entry of the framework
usage is still high through command-line interface (CLI) and code for amateurs
and beginners of information technology (IT) field. Therefore, this is aim to
develop an user friendly Graphical Framework for object detection API on
TensorFlow which is called TensorFlow Graphical Framework (TF-GraF). The
TF-GraF provides independent virtual environments according to user accounts in
server-side, additionally, execution of data preprocessing, training, and
evaluation without CLI in client-side. Furthermore, hyperparameter setting,
real-time observation of training process, object visualization of test images,
and metrics evaluations of test data can also be operated via TF-GraF.
Especially, TF-GraF supports flexible model selection of SSD, Faster-RCNN,
RFCN, and Mask-RCNN including convolutional neural networks (inceptions and
ResNets) through GUI environment. Consequently, TF-GraF allows anyone, even
without any previous knowledge of deep learning frameworks, to design, train
and deploy machine intelligence models without coding. Since TF-GraF takes care
of setting and configuration, it allows anyone to use deep learning technology
for their project without spending time to install complex software and
environment.","Heemoon Yoon, Sang-Hee Lee, Mira Park",2020,http://arxiv.org/abs/2006.06385v1,Arxive
"LeFlow: Enabling Flexible FPGA High-Level Synthesis of Tensorflow Deep
  Neural Networks","Recent work has shown that Field-Programmable Gate Arrays (FPGAs) play an
important role in the acceleration of Machine Learning applications. Initial
specification of machine learning applications are often done using a
high-level Python-oriented framework such as Tensorflow, followed by a manual
translation to either C or RTL for synthesis using vendor tools. This manual
translation step is time-consuming and requires expertise that limit the
applicability of FPGAs in this important domain. In this paper, we present an
open-source tool-flow that maps numerical computation models written in
Tensorflow to synthesizable hardware. Unlike other tools, which are often
constrained by a small number of inflexible templates, our flow uses Google's
XLA compiler which emits LLVM code directly from a Tensorflow specification.
This LLVM code can then be used with a high-level synthesis tool to
automatically generate hardware. We show that our flow allows users to generate
Deep Neural Networks with very few lines of Python code.","Daniel H. Noronha, Bahar Salehpour, Steven J. E. Wilton",2018,http://arxiv.org/abs/1807.05317v1,Arxive
"KHNNs: hypercomplex neural networks computations via Keras using
  TensorFlow and PyTorch","Neural networks used in computations with more advanced algebras than real
numbers perform better in some applications. However, there is no general
framework for constructing hypercomplex neural networks. We propose a library
integrated with Keras that can do computations within TensorFlow and PyTorch.
It provides Dense and Convolutional 1D, 2D, and 3D layers architectures.","Agnieszka Niemczynowicz, Radosław Antoni Kycia",2024,http://arxiv.org/abs/2407.00452v1,Arxive
"A Partial Replication of MaskFormer in TensorFlow on TPUs for the
  TensorFlow Model Garden","This paper undertakes the task of replicating the MaskFormer model a
universal image segmentation model originally developed using the PyTorch
framework, within the TensorFlow ecosystem, specifically optimized for
execution on Tensor Processing Units (TPUs). Our implementation exploits the
modular constructs available within the TensorFlow Model Garden (TFMG),
encompassing elements such as the data loader, training orchestrator, and
various architectural components, tailored and adapted to meet the
specifications of the MaskFormer model. We address key challenges encountered
during the replication, non-convergence issues, slow training, adaptation of
loss functions, and the integration of TPU-specific functionalities. We verify
our reproduced implementation and present qualitative results on the COCO
dataset. Although our implementation meets some of the objectives for
end-to-end reproducibility, we encountered challenges in replicating the
PyTorch version of MaskFormer in TensorFlow. This replication process is not
straightforward and requires substantial engineering efforts. Specifically, it
necessitates the customization of various components within the TFMG, alongside
thorough verification and hyper-parameter tuning. The replication is available
at:
https://github.com/PurdueDualityLab/tf-maskformer/tree/main/official/projects/maskformer","Vishal Purohit, Wenxin Jiang, Akshath R. Ravikiran, James C. Davis",2024,http://arxiv.org/abs/2404.18801v1,Arxive
Mesh-TensorFlow: Deep Learning for Supercomputers,"Batch-splitting (data-parallelism) is the dominant distributed Deep Neural
Network (DNN) training strategy, due to its universal applicability and its
amenability to Single-Program-Multiple-Data (SPMD) programming. However,
batch-splitting suffers from problems including the inability to train very
large models (due to memory constraints), high latency, and inefficiency at
small batch sizes. All of these can be solved by more general distribution
strategies (model-parallelism). Unfortunately, efficient model-parallel
algorithms tend to be complicated to discover, describe, and to implement,
particularly on large clusters. We introduce Mesh-TensorFlow, a language for
specifying a general class of distributed tensor computations. Where
data-parallelism can be viewed as splitting tensors and operations along the
""batch"" dimension, in Mesh-TensorFlow, the user can specify any
tensor-dimensions to be split across any dimensions of a multi-dimensional mesh
of processors. A Mesh-TensorFlow graph compiles into a SPMD program consisting
of parallel operations coupled with collective communication primitives such as
Allreduce. We use Mesh-TensorFlow to implement an efficient data-parallel,
model-parallel version of the Transformer sequence-to-sequence model. Using TPU
meshes of up to 512 cores, we train Transformer models with up to 5 billion
parameters, surpassing state of the art results on WMT'14 English-to-French
translation task and the one-billion-word language modeling benchmark.
Mesh-Tensorflow is available at https://github.com/tensorflow/mesh .","Noam Shazeer, Youlong Cheng, Niki Parmar, Dustin Tran, Ashish Vaswani, Penporn Koanantakool, Peter Hawkins, HyoukJoong Lee, Mingsheng Hong, Cliff Young, Ryan Sepassi, Blake Hechtman",2018,http://arxiv.org/abs/1811.02084v1,Arxive
"Auto-Vectorizing TensorFlow Graphs: Jacobians, Auto-Batching And Beyond","We propose a static loop vectorization optimization on top of high level
dataflow IR used by frameworks like TensorFlow. A new statically vectorized
parallel-for abstraction is provided on top of TensorFlow, and used for
applications ranging from auto-batching and per-example gradients, to jacobian
computation, optimized map functions and input pipeline optimization. We report
huge speedups compared to both loop based implementations, as well as run-time
batching adopted by the DyNet framework.","Ashish Agarwal, Igor Ganichev",2019,http://arxiv.org/abs/1903.04243v1,Arxive
TensorBNN: Bayesian Inference for Neural Networks using Tensorflow,"TensorBNN is a new package based on TensorFlow that implements Bayesian
inference for modern neural network models. The posterior density of neural
network model parameters is represented as a point cloud sampled using
Hamiltonian Monte Carlo. The TensorBNN package leverages TensorFlow's
architecture and training features as well as its ability to use modern
graphics processing units (GPU) in both the training and prediction stages.","Braden Kronheim, Michelle Kuchera, Harrison Prosper",2020,http://arxiv.org/abs/2009.14393v3,Arxive
TF-Coder: Program Synthesis for Tensor Manipulations,"The success and popularity of deep learning is on the rise, partially due to
powerful deep learning frameworks such as TensorFlow and PyTorch that make it
easier to develop deep learning models. However, these libraries also come with
steep learning curves, since programming in these frameworks is quite different
from traditional imperative programming with explicit loops and conditionals.
In this work, we present a tool called TF-Coder for programming by example in
TensorFlow. TF-Coder uses a bottom-up weighted enumerative search, with
value-based pruning of equivalent expressions and flexible type- and
value-based filtering to ensure that expressions adhere to various requirements
imposed by the TensorFlow library. We train models to predict TensorFlow
operations from features of the input and output tensors and natural language
descriptions of tasks, to prioritize relevant operations during search.
TF-Coder solves 63 of 70 real-world tasks within 5 minutes, sometimes finding
simpler solutions in less time compared to experienced human programmers.","Kensen Shi, David Bieber, Rishabh Singh",2020,http://arxiv.org/abs/2003.09040v4,Arxive
"TensorFI: A Flexible Fault Injection Framework for TensorFlow
  Applications","As machine learning (ML) has seen increasing adoption in safety-critical
domains (e.g., autonomous vehicles), the reliability of ML systems has also
grown in importance. While prior studies have proposed techniques to enable
efficient error-resilience techniques (e.g., selective instruction
duplication), a fundamental requirement for realizing these techniques is a
detailed understanding of the application's resilience.
  In this work, we present TensorFI, a high-level fault injection (FI)
framework for TensorFlow-based applications. TensorFI is able to inject both
hardware and software faults in general TensorFlow programs. TensorFI is a
configurable FI tool that is flexible, easy to use, and portable. It can be
integrated into existing TensorFlow programs to assess their resilience for
different fault types (e.g., faults in particular operators). We use TensorFI
to evaluate the resilience of 12 ML programs, including DNNs used in the
autonomous vehicle domain. Our tool is publicly available at
https://github.com/DependableSystemsLab/TensorFI.","Zitao Chen, Niranjhana Narayanan, Bo Fang, Guanpeng Li, Karthik Pattabiraman, Nathan DeBardeleben",2020,http://arxiv.org/abs/2004.01743v1,Arxive
"$\mathcal{C}^k$-continuous Spline Approximation with TensorFlow Gradient
  Descent Optimizers","In this work we present an ""out-of-the-box"" application of Machine Learning
(ML) optimizers for an industrial optimization problem. We introduce a
piecewise polynomial model (spline) for fitting of $\mathcal{C}^k$-continuos
functions, which can be deployed in a cam approximation setting. We then use
the gradient descent optimization context provided by the machine learning
framework TensorFlow to optimize the model parameters with respect to
approximation quality and $\mathcal{C}^k$-continuity and evaluate available
optimizers. Our experiments show that the problem solution is feasible using
TensorFlow gradient tapes and that AMSGrad and SGD show the best results among
available TensorFlow optimizers. Furthermore, we introduce a novel
regularization approach to improve SGD convergence. Although experiments show
that remaining discontinuities after optimization are small, we can eliminate
these errors using a presented algorithm which has impact only on affected
derivatives in the local spline segment.","Stefan Huber, Hannes Waclawek",2023,http://arxiv.org/abs/2303.12454v1,Arxive
"Pricing European Options with Google AutoML, TensorFlow, and XGBoost","Researchers have been using Neural Networks and other related
machine-learning techniques to price options since the early 1990s. After three
decades of improvements in machine learning techniques, computational
processing power, cloud computing, and data availability, this paper is able to
provide a comparison of using Google Cloud's AutoML Regressor, TensorFlow
Neural Networks, and XGBoost Gradient Boosting Decision Trees for pricing
European Options. All three types of models were able to outperform the Black
Scholes Model in terms of mean absolute error. These results showcase the
potential of using historical data from an option's underlying asset for
pricing European options, especially when using machine learning algorithms
that learn complex patterns that traditional parametric models do not take into
account.",Juan Esteban Berger,2023,http://arxiv.org/abs/2307.00476v1,Arxive
TensorFlow Distributions,"The TensorFlow Distributions library implements a vision of probability
theory adapted to the modern deep-learning paradigm of end-to-end
differentiable computation. Building on two basic abstractions, it offers
flexible building blocks for probabilistic computation. Distributions provide
fast, numerically stable methods for generating samples and computing
statistics, e.g., log density. Bijectors provide composable volume-tracking
transformations with automatic caching. Together these enable modular
construction of high dimensional distributions and transformations not possible
with previous libraries (e.g., pixelCNNs, autoregressive flows, and reversible
residual networks). They are the workhorse behind deep probabilistic
programming systems like Edward and empower fast black-box inference in
probabilistic models built on deep-network components. TensorFlow Distributions
has proven an important part of the TensorFlow toolkit within Google and in the
broader deep learning community.","Joshua V. Dillon, Ian Langmore, Dustin Tran, Eugene Brevdo, Srinivas Vasudevan, Dave Moore, Brian Patton, Alex Alemi, Matt Hoffman, Rif A. Saurous",2017,http://arxiv.org/abs/1711.10604v1,Arxive
Implementing graph neural networks with TensorFlow-Keras,"Graph neural networks are a versatile machine learning architecture that
received a lot of attention recently. In this technical report, we present an
implementation of convolution and pooling layers for TensorFlow-Keras models,
which allows a seamless and flexible integration into standard Keras layers to
set up graph models in a functional way. This implies the usage of mini-batches
as the first tensor dimension, which can be realized via the new RaggedTensor
class of TensorFlow best suited for graphs. We developed the Keras Graph
Convolutional Neural Network Python package kgcnn based on TensorFlow-Keras
that provides a set of Keras layers for graph networks which focus on a
transparent tensor structure passed between layers and an ease-of-use mindset.","Patrick Reiser, Andre Eberhard, Pascal Friederich",2021,http://arxiv.org/abs/2103.04318v1,Arxive
TensorFlow Chaotic Prediction and Blow Up,"Predicting the dynamics of chaotic systems is one of the most challenging
tasks for neural networks, and machine learning in general. Here we aim to
predict the spatiotemporal chaotic dynamics of a high-dimensional non-linear
system. In our attempt we use the TensorFlow library, representing the state of
the art for deep neural networks training and prediction. While our results are
encouraging, and show that the dynamics of the considered system can be
predicted for short time, we also indirectly discovered an unexpected and
undesirable behavior of the TensorFlow library. More specifically, the longer
term prediction of the system's chaotic behavior quickly deteriorates and blows
up due to the nondeterministic behavior of the TensorFlow library. Here we
provide numerical evidence of the short time prediction ability, and of the
longer term predictability blow up.",M. Andrecut,2023,http://arxiv.org/abs/2309.07450v1,Arxive
"TF Boosted Trees: A scalable TensorFlow based framework for gradient
  boosting","TF Boosted Trees (TFBT) is a new open-sourced frame-work for the distributed
training of gradient boosted trees. It is based on TensorFlow, and its
distinguishing features include a novel architecture, automatic loss
differentiation, layer-by-layer boosting that results in smaller ensembles and
faster prediction, principled multi-class handling, and a number of
regularization techniques to prevent overfitting.","Natalia Ponomareva, Soroush Radpour, Gilbert Hendry, Salem Haykal, Thomas Colthurst, Petr Mitrichev, Alexander Grushetsky",2017,http://arxiv.org/abs/1710.11555v1,Arxive
TF-Replicator: Distributed Machine Learning for Researchers,"We describe TF-Replicator, a framework for distributed machine learning
designed for DeepMind researchers and implemented as an abstraction over
TensorFlow. TF-Replicator simplifies writing data-parallel and model-parallel
research code. The same models can be effortlessly deployed to different
cluster architectures (i.e. one or many machines containing CPUs, GPUs or TPU
accelerators) using synchronous or asynchronous training regimes. To
demonstrate the generality and scalability of TF-Replicator, we implement and
benchmark three very different models: (1) A ResNet-50 for ImageNet
classification, (2) a SN-GAN for class-conditional ImageNet image generation,
and (3) a D4PG reinforcement learning agent for continuous control. Our results
show strong scalability performance without demanding any distributed systems
expertise of the user. The TF-Replicator programming model will be open-sourced
as part of TensorFlow 2.0 (see
https://github.com/tensorflow/community/pull/25).","Peter Buchlovsky, David Budden, Dominik Grewe, Chris Jones, John Aslanides, Frederic Besse, Andy Brock, Aidan Clark, Sergio Gómez Colmenarejo, Aedan Pope, Fabio Viola, Dan Belov",2019,http://arxiv.org/abs/1902.00465v1,Arxive
TensorSCONE: A Secure TensorFlow Framework using Intel SGX,"Machine learning has become a critical component of modern data-driven online
services. Typically, the training phase of machine learning techniques requires
to process large-scale datasets which may contain private and sensitive
information of customers. This imposes significant security risks since modern
online services rely on cloud computing to store and process the sensitive
data. In the untrusted computing infrastructure, security is becoming a
paramount concern since the customers need to trust the thirdparty cloud
provider. Unfortunately, this trust has been violated multiple times in the
past. To overcome the potential security risks in the cloud, we answer the
following research question: how to enable secure executions of machine
learning computations in the untrusted infrastructure? To achieve this goal, we
propose a hardware-assisted approach based on Trusted Execution Environments
(TEEs), specifically Intel SGX, to enable secure execution of the machine
learning computations over the private and sensitive datasets. More
specifically, we propose a generic and secure machine learning framework based
on Tensorflow, which enables secure execution of existing applications on the
commodity untrusted infrastructure. In particular, we have built our system
called TensorSCONE from ground-up by integrating TensorFlow with SCONE, a
shielded execution framework based on Intel SGX. The main challenge of this
work is to overcome the architectural limitations of Intel SGX in the context
of building a secure TensorFlow system. Our evaluation shows that we achieve
reasonable performance overheads while providing strong security properties
with low TCB.","Roland Kunkel, Do Le Quoc, Franz Gregor, Sergei Arnautov, Pramod Bhatotia, Christof Fetzer",2019,http://arxiv.org/abs/1902.04413v1,Arxive
Continual Learning on the Edge with TensorFlow Lite,"Deploying sophisticated deep learning models on embedded devices with the
purpose of solving real-world problems is a struggle using today's technology.
Privacy and data limitations, network connection issues, and the need for fast
model adaptation are some of the challenges that constitute today's approaches
unfit for many applications on the edge and make real-time on-device training a
necessity. Google is currently working on tackling these challenges by
embedding an experimental transfer learning API to their TensorFlow Lite,
machine learning library. In this paper, we show that although transfer
learning is a good first step for on-device model training, it suffers from
catastrophic forgetting when faced with more realistic scenarios. We present
this issue by testing a simple transfer learning model on the CORe50 benchmark
as well as by demonstrating its limitations directly on an Android application
we developed. In addition, we expand the TensorFlow Lite library to include
continual learning capabilities, by integrating a simple replay approach into
the head of the current transfer learning model. We test our continual learning
model on the CORe50 benchmark to show that it tackles catastrophic forgetting,
and we demonstrate its ability to continually learn, even under non-ideal
conditions, using the application we developed. Finally, we open-source the
code of our Android application to enable developers to integrate continual
learning to their own smartphone applications, as well as to facilitate further
development of continual learning functionality into the TensorFlow Lite
environment.","Giorgos Demosthenous, Vassilis Vassiliades",2021,http://arxiv.org/abs/2105.01946v1,Arxive
Non-Determinism in TensorFlow ResNets,"We show that the stochasticity in training ResNets for image classification
on GPUs in TensorFlow is dominated by the non-determinism from GPUs, rather
than by the initialisation of the weights and biases of the network or by the
sequence of minibatches given. The standard deviation of test set accuracy is
0.02 with fixed seeds, compared to 0.027 with different seeds---nearly 74\% of
the standard deviation of a ResNet model is non-deterministic. For test set
loss the ratio of standard deviations is more than 80\%. These results call for
more robust evaluation strategies of deep learning models, as a significant
amount of the variation in results across runs can arise simply from GPU
randomness.","Miguel Morin, Matthew Willetts",2020,http://arxiv.org/abs/2001.11396v1,Arxive
Distributed TensorFlow with MPI,"Machine Learning and Data Mining (MLDM) algorithms are becoming increasingly
important in analyzing large volume of data generated by simulations,
experiments and mobile devices. With increasing data volume, distributed memory
systems (such as tightly connected supercomputers or cloud computing systems)
are becoming important in designing in-memory and massively parallel MLDM
algorithms. Yet, the majority of open source MLDM software is limited to
sequential execution with a few supporting multi-core/many-core execution.
  In this paper, we extend recently proposed Google TensorFlow for execution on
large scale clusters using Message Passing Interface (MPI). Our approach
requires minimal changes to the TensorFlow runtime -- making the proposed
implementation generic and readily usable to increasingly large users of
TensorFlow. We evaluate our implementation using an InfiniBand cluster and
several well knowndatasets. Our evaluation indicates the efficiency of our
proposed implementation.","Abhinav Vishnu, Charles Siegel, Jeffrey Daily",2016,http://arxiv.org/abs/1603.02339v2,Arxive
TensorFlow Enabled Genetic Programming,"Genetic Programming, a kind of evolutionary computation and machine learning
algorithm, is shown to benefit significantly from the application of vectorized
data and the TensorFlow numerical computation library on both CPU and GPU
architectures. The open source, Python Karoo GP is employed for a series of 190
tests across 6 platforms, with real-world datasets ranging from 18 to 5.5M data
points. This body of tests demonstrates that datasets measured in tens and
hundreds of data points see 2-15x improvement when moving from the scalar/SymPy
configuration to the vector/TensorFlow configuration, with a single core
performing on par or better than multiple CPU cores and GPUs. A dataset
composed of 90,000 data points demonstrates a single vector/TensorFlow CPU core
performing 875x better than 40 scalar/Sympy CPU cores. And a dataset containing
5.5M data points sees GPU configurations out-performing CPU configurations on
average by 1.3x.","Kai Staats, Edward Pantridge, Marco Cavaglia, Iurii Milovanov, Arun Aniyan",2017,http://arxiv.org/abs/1708.03157v1,Arxive
